Kilometres,Zone,Bonus,Make,Insured,Claims,Payment,PP
3,6,4,8,46.23,2,1803,39.00064893
3,6,4,9,1577.85,80,447128,283.3780144
3,6,5,1,385.54,16,110578,286.8133008
3,6,5,2,84.29,6,13624,161.6324594
3,6,5,3,64.25,1,1518,23.62645914
3,6,5,4,23.74,0,0,0
3,6,5,5,78.56,6,20737,263.9638493
3,6,5,6,198.91,7,20881,104.9771253
3,6,5,7,68.71,2,9151,133.1829428
3,6,5,8,61.13,3,18101,296.1066579
3,6,5,9,2017.86,112,644496,319.3957955
3,6,6,1,772.69,32,120917,156.4883718
3,6,6,2,188.97,11,69871,369.7465206
3,6,6,3,141.34,4,49093,347.3397481
3,6,6,4,35.49,0,0,0
3,6,6,5,160.82,7,53193,330.7610994
3,6,6,6,328.78,17,79488,241.7665308
3,6,6,7,136.87,11,36441,266.2453423
3,6,6,8,155.63,4,35412,227.5396774
3,6,6,9,3855.71,164,981465,254.5484489
3,6,7,1,4739.07,156,1031429,217.6437571
3,6,7,2,1134.37,45,235652,207.7382159
3,6,7,3,1078.25,32,168555,156.3227452
3,6,7,4,151.43,2,5982,39.50340091
3,6,7,5,971.01,35,95823,98.68384466
3,6,7,6,1928.14,45,368238,190.9809454
3,6,7,7,889.08,27,89649,100.8334458
3,6,7,8,900.56,35,228604,253.8464955
3,6,7,9,22985.48,799,4265828,185.5879451
3,7,1,1,3.39,1,303,89.38053097
3,7,1,2,2.34,0,0,0
3,7,1,3,0.8,0,0,0
3,7,1,4,2.49,0,0,0
3,7,1,5,1.34,1,906,676.119403
3,7,1,6,8.71,0,0,0
3,7,1,7,1.63,0,0,0
3,7,1,8,0.15,0,0,0
3,7,1,9,78.57,6,66711,849.0645284
3,7,2,1,19.19,0,0,0
3,7,2,2,3.27,0,0,0
3,7,2,3,0.38,0,0,0
3,7,2,4,5.71,1,31442,5506.47986
3,7,2,5,4.12,1,31442,7631.553398
3,7,2,6,10.07,0,0,0
3,7,2,7,3.24,0,0,0
3,7,2,8,1.28,0,0,0
3,7,2,9,111.66,10,33310,298.3163174
3,7,3,1,15.14,1,1441,95.17833554
3,7,3,2,4.09,0,0,0
3,7,3,3,0.9,0,0,0
3,7,3,4,1.06,0,0,0
3,7,3,5,2.02,0,0,0
3,7,3,6,6.7,0,0,0
3,7,3,7,1,0,0,0
3,7,3,8,0.76,0,0,0
3,7,3,9,105.76,8,14449,136.6206505
3,7,4,1,14.41,0,0,0
3,7,4,2,1.92,1,794,413.5416667
3,7,4,3,0.96,0,0,0
3,7,4,4,1.16,0,0,0
3,7,4,5,3.85,0,0,0
3,7,4,6,5.92,0,0,0
3,7,4,7,1.9,3,11762,6190.526316
3,7,4,8,2.21,0,0,0
3,7,4,9,110.85,5,41333,372.8732521
3,7,5,1,14.35,0,0,0
3,7,5,2,4.57,0,0,0
3,7,5,3,3.34,0,0,0
3,7,5,4,3.56,0,0,0
3,7,5,5,7.44,0,0,0
3,7,5,6,13.81,0,0,0
3,7,5,7,4.92,0,0,0
3,7,5,8,1.16,0,0,0
3,7,5,9,146.21,7,49986,341.8781205
3,7,6,1,31.22,2,4738,151.7616912
3,7,6,2,14.4,0,0,0
3,7,6,3,4.81,0,0,0
3,7,6,4,6.03,0,0,0
3,7,6,5,4.25,2,2063,485.4117647
3,7,6,6,13.08,1,1769,135.2446483
3,7,6,7,10.27,0,0,0
3,7,6,8,6.33,0,0,0
3,7,6,9,292.33,10,22382,76.56415695
3,7,7,1,288.36,12,41206,142.8977667
3,7,7,2,84.68,1,1200,14.17099669
3,7,7,3,29.99,1,31442,1048.416139
3,7,7,4,19.07,1,3608,189.1976927
3,7,7,5,37.96,1,1455,38.32982086
3,7,7,6,113.33,2,7618,67.21962411
3,7,7,7,40.84,2,34979,856.4887365
3,7,7,8,34.87,0,0,0
3,7,7,9,1720.36,57,226934,131.9107629
4,1,1,1,49.31,11,23218,470.8578382
4,1,1,2,22.93,6,14940,651.5481901
4,1,1,3,34.01,9,101091,2972.390473
4,1,1,4,6.08,0,0,0
4,1,1,5,17.77,4,4164,234.3275183
4,1,1,6,18.59,1,3044,163.7439484
4,1,1,7,3.89,0,0,0
4,1,1,8,4.31,1,400,92.80742459
4,1,1,9,601.75,103,381138,633.382634
4,1,2,1,77.53,6,16812,216.8450922
4,1,2,2,29.09,5,9656,331.935373
4,1,2,3,36.39,6,10543,289.7224512
4,1,2,4,11.32,1,8231,727.1201413
4,1,2,5,18.74,3,4571,243.9167556
4,1,2,6,32.02,3,38542,1203.685197
4,1,2,7,13.62,1,954,70.04405286
4,1,2,8,3.73,0,0,0
4,1,2,9,735.71,86,391512,532.1553329
4,1,3,1,85.77,4,14451,168.4854844
4,1,3,2,36.08,2,3784,104.8780488
4,1,3,3,34.31,6,8274,241.1541825
4,1,3,4,12.01,1,917,76.35303913
4,1,3,5,19.1,4,14439,755.9685864
4,1,3,6,32.8,4,12608,384.3902439
4,1,3,7,18.59,1,900,48.41312534
4,1,3,8,8.54,3,4956,580.3278689
4,1,3,9,729.62,88,599538,821.7126723
4,1,4,1,105.73,15,90111,852.2746619
4,1,4,2,35.14,6,38663,1100.256118
4,1,4,3,53.38,1,3000,56.20082428
4,1,4,4,6.89,1,4686,680.1161103
4,1,4,5,18.19,3,3372,185.3765805
4,1,4,6,34.63,2,3178,91.7701415
4,1,4,7,16.77,0,0,0
4,1,4,8,11.75,0,0,0
4,1,4,9,766.14,71,430373,561.7419793
4,1,5,1,166.1,7,40729,245.2077062
4,1,5,2,66.54,5,43356,651.5779982
4,1,5,3,48.99,7,17562,358.4813227
4,1,5,4,10.91,1,993,91.01741522
4,1,5,5,32.5,5,47591,1464.338462
4,1,5,6,53.9,4,15205,282.096475
4,1,5,7,17.88,2,8643,483.3892617
4,1,5,8,17.04,2,3314,194.4835681
4,1,5,9,1064.66,96,403899,379.3690004
4,1,6,1,344.68,32,184118,534.1708251
4,1,6,2,125.36,15,34894,278.350351
4,1,6,3,130.03,11,66353,510.2899331
4,1,6,4,15,0,0,0
4,1,6,5,73.29,10,122551,1672.138082
4,1,6,6,95.16,4,9655,101.4606978
4,1,6,7,51.85,3,33098,638.3413693
4,1,6,8,35.32,5,12104,342.6953567
4,1,6,9,2154.39,173,702215,325.9460915
4,1,7,1,1528.57,87,483084,316.036557
4,1,7,2,567.56,35,209646,369.3812108
4,1,7,3,563.23,34,107767,191.3374643
4,1,7,4,65.95,3,12950,196.3608795
4,1,7,5,278.46,24,93032,334.0946635
4,1,7,6,395.47,10,27088,68.49571396
4,1,7,7,230.9,5,22495,97.42312689
4,1,7,8,163.53,8,27401,167.5594692
4,1,7,9,8738.13,520,2437429,278.9417187
4,2,1,1,52.42,9,50023,954.2731782
4,2,1,2,18.13,3,33786,1863.541092
4,2,1,3,13.45,0,0,0
4,2,1,4,7.31,2,6906,944.7332421
4,2,1,5,17.93,7,18501,1031.846068
4,2,1,6,35.36,2,5317,150.3676471
4,2,1,7,10.18,2,1329,130.5500982
4,2,1,8,3.66,2,3465,946.7213115
4,2,1,9,510.14,83,357640,701.0624534
4,2,2,1,73.64,7,45054,611.8142314
4,2,2,2,25.83,4,12796,495.3929539
4,2,2,3,17.27,1,148,8.569774175
4,2,2,4,14.44,0,0,0
4,2,2,5,23.46,2,6103,260.1449275
4,2,2,6,58.09,5,36882,634.9113445
4,2,2,7,20.45,2,4383,214.3276284
4,2,2,8,6.65,0,0,0
4,2,2,9,720.52,98,456585,633.6881697
4,2,3,1,126.64,11,28994,228.9481996
4,2,3,2,35.86,4,8066,224.9302844
4,2,3,3,21.01,2,10160,483.579248
4,2,3,4,16.24,0,0,0
4,2,3,5,19.53,1,6861,351.3056836
4,2,3,6,56.42,3,7874,139.5604396
4,2,3,7,26.02,3,10624,408.3013067
4,2,3,8,10.09,2,6237,618.1367691
4,2,3,9,855.76,62,303872,355.0902122
4,2,4,1,138.08,16,134301,972.6318076
4,2,4,2,41.49,3,7068,170.3543022
4,2,4,3,34.65,3,38011,1096.998557
4,2,4,4,12.24,0,0,0
4,2,4,5,24.21,6,25737,1063.07311
4,2,4,6,54.79,2,2560,46.72385472
4,2,4,7,34.39,2,34833,1012.881652
4,2,4,8,12.31,0,0,0
4,2,4,9,903.99,70,360223,398.4811779
4,2,5,1,199.99,14,66020,330.1165058
4,2,5,2,67.63,8,23998,354.8425255
4,2,5,3,44.13,1,2288,51.84681622
4,2,5,4,12.04,0,0,0
4,2,5,5,37.01,2,5688,153.6881924
4,2,5,6,67.39,4,5756,85.41326606
4,2,5,7,38.42,3,4812,125.247267
4,2,5,8,20.27,4,36477,1799.555994
4,2,5,9,1305.83,99,321088,245.8880559
4,2,6,1,452.94,31,97902,216.1478342
4,2,6,2,166.21,17,158030,950.7851513
4,2,6,3,127.04,10,66279,521.7175693
4,2,6,4,16.52,1,1800,108.9588378
4,2,6,5,91.55,8,9753,106.5319498
4,2,6,6,135.02,3,8171,60.51696045
4,2,6,7,83.37,7,14223,170.6009356
4,2,6,8,65.8,1,4332,65.83586626
4,2,6,9,2702.27,157,912421,337.6498277
4,2,7,1,2110.59,107,595146,281.9808679
4,2,7,2,708.77,43,155553,219.4689391
4,2,7,3,717.74,28,222823,310.4508596
4,2,7,4,55.84,2,5417,97.00931232
4,2,7,5,403.75,21,52327,129.6024768
4,2,7,6,630.8,30,78258,124.0615092
4,2,7,7,410.91,26,73043,177.75912
4,2,7,8,328.26,5,14963,45.58276976
4,2,7,9,12169.67,598,3223609,264.8887768
4,3,1,1,70.13,12,55595,792.7420505
4,3,1,2,17.58,1,8064,458.7030717
4,3,1,3,23.46,2,6214,264.8763853
4,3,1,4,11.23,1,8670,772.0391808
4,3,1,5,13.24,3,2138,161.4803625
4,3,1,6,47.61,5,12105,254.2533081
4,3,1,7,11.87,0,0,0
4,3,1,8,5.77,0,0,0
4,3,1,9,499.28,52,237894,476.4741227
4,3,2,1,112.86,11,25656,227.3258905
4,3,2,2,26.77,1,3915,146.2457975
4,3,2,3,25.69,7,41229,1604.865707
4,3,2,4,11.26,1,3468,307.9928952
4,3,2,5,23.55,3,2732,116.0084926
4,3,2,6,78.7,6,18099,229.974587
4,3,2,7,19.31,4,8908,461.3153806
4,3,2,8,7.38,1,31442,4260.433604
4,3,2,9,784.88,74,291386,371.2491081
4,3,3,1,132.22,11,112977,854.4622599
4,3,3,2,32.33,2,5747,177.7605939
4,3,3,3,23.84,1,31442,1318.875839
4,3,3,4,12.19,1,2400,196.8826907
4,3,3,5,31.33,1,939,29.97127354
4,3,3,6,92.3,6,47618,515.9046587
4,3,3,7,18.55,3,10335,557.1428571
4,3,3,8,7.26,0,0,0
4,3,3,9,881.54,46,198404,225.0652268
4,3,4,1,181.06,9,45410,250.8008395
4,3,4,2,46.47,0,0,0
4,3,4,3,29.81,0,0,0
4,3,4,4,9.02,0,0,0
4,3,4,5,31.21,6,44195,1416.052547
4,3,4,6,89.92,3,10382,115.4581851
4,3,4,7,31.18,2,3523,112.9890956
4,3,4,8,17.15,3,10519,613.3527697
4,3,4,9,958.53,73,380081,396.5248871
4,3,5,1,232.21,9,86821,373.8900133
4,3,5,2,55.68,0,0,0
4,3,5,3,48.14,2,34624,719.2355629
4,3,5,4,12.63,0,0,0
4,3,5,5,52.17,2,3952,75.75234809
4,3,5,6,107.44,6,46145,429.4955324
4,3,5,7,40.18,5,11704,291.2891986
4,3,5,8,38.26,0,0,0
4,3,5,9,1404.67,95,417261,297.0526885
4,3,6,1,502.26,23,107693,214.4168359
4,3,6,2,135.72,14,84314,621.2348954
4,3,6,3,140.08,5,9624,68.70359794
4,3,6,4,17.48,0,0,0
4,3,6,5,107.97,5,17978,166.5092155
4,3,6,6,143.88,11,27311,189.8179038
4,3,6,7,87.39,8,42469,485.9709349
4,3,6,8,82.11,4,18826,229.2777981
4,3,6,9,2805.94,139,733705,261.482783
4,3,7,1,2312.76,107,695827,300.8643353
4,3,7,2,676.83,29,146054,215.7912622
4,3,7,3,748.35,33,169849,226.9646556
4,3,7,4,79.77,5,42430,531.9042246
4,3,7,5,504.39,18,66503,131.8483713
4,3,7,6,862.65,25,124101,143.8601982
4,3,7,7,512.76,17,59311,115.6700991
4,3,7,8,470.4,22,121196,257.6445578
4,3,7,9,13951.57,584,2899470,207.8239223
4,4,1,1,172.47,21,105510,611.7585667
4,4,1,2,26.09,0,0,0
4,4,1,3,30.77,5,40261,1308.449789
4,4,1,4,13.54,0,0,0
4,4,1,5,30.82,3,43190,1401.362751
4,4,1,6,104.04,9,25652,246.5590158
4,4,1,7,20.72,4,7244,349.6138996
4,4,1,8,11.16,2,2280,204.3010753
4,4,1,9,944.79,90,407441,431.2503308
4,4,2,1,269.84,31,271937,1007.771272
4,4,2,2,44.88,4,18343,408.7121212
4,4,2,3,43.45,4,16229,373.5097814
4,4,2,4,35.07,2,1770,50.4704876
4,4,2,5,48.57,7,18027,371.155034
4,4,2,6,164.27,13,55542,338.1140805
4,4,2,7,31.44,2,2738,87.08651399
4,4,2,8,21.8,2,1710,78.44036697
4,4,2,9,1582.15,144,690199,436.2411908
4,4,3,1,324.35,21,81074,249.9583783
4,4,3,2,67.35,5,7762,115.2487008
4,4,3,3,35.51,2,2184,61.50380175
4,4,3,4,17.58,1,1500,85.32423208
4,4,3,5,49.59,6,12520,252.4702561
4,4,3,6,164.43,15,139115,846.0439093
4,4,3,7,48.55,5,9487,195.4067971
4,4,3,8,28.33,2,34108,1203.953406
4,4,3,9,1687.61,120,623928,369.7110114
4,4,4,1,328.35,21,88706,270.1568448
4,4,4,2,80.47,5,6326,78.61314776
4,4,4,3,56.09,3,5281,94.1522553
4,4,4,4,20.88,0,0,0
4,4,4,5,64.24,4,39255,611.0678705
4,4,4,6,174.1,9,57665,331.217691
4,4,4,7,50.19,3,7652,152.4606495
4,4,4,8,55.6,4,9368,168.4892086
4,4,4,9,1907.97,101,489424,256.5155637
4,4,5,1,481.3,30,86157,179.0089341
4,4,5,2,130.83,4,41552,317.6029963
4,4,5,3,93.2,4,45751,490.8905579
4,4,5,4,21.78,1,2193,100.6887052
4,4,5,5,83.41,8,27643,331.4111018
4,4,5,6,228.49,12,113934,498.6388901
4,4,5,7,90.12,5,14731,163.4598313
4,4,5,8,84.36,7,13308,157.7524893
4,4,5,9,2775.52,160,865925,311.9865827
4,4,6,1,978.57,44,304384,311.0497972
4,4,6,2,284.51,12,110861,389.6558996
4,4,6,3,259.23,15,36007,138.8998187
4,4,6,4,36.88,0,0,0
4,4,6,5,179.94,6,57514,319.6287651
4,4,6,6,398.99,18,123132,308.6092383
4,4,6,7,159.68,7,42550,266.4704409
4,4,6,8,179.44,15,135172,753.2991529
4,4,6,9,5553.54,255,1529493,275.4086583
4,4,7,1,5091.56,187,1200157,235.7149872
4,4,7,2,1618.34,67,364718,225.365498
4,4,7,3,1710.88,74,348802,203.8728608
4,4,7,4,166.09,4,7563,45.53555301
4,4,7,5,1098.94,50,223397,203.2840737
4,4,7,6,2288.5,62,240148,104.9368582
4,4,7,7,1101.12,46,264633,240.3307541
4,4,7,8,1289.41,43,195629,151.7197788
4,4,7,9,30873.62,1186,6834531,221.3712224
4,5,1,1,14.14,2,2676,189.2503536
4,5,1,2,3.98,2,9979,2507.286432
4,5,1,3,1.93,0,0,0
4,5,1,4,0.13,0,0,0
4,5,1,5,5.26,1,600,114.0684411
4,5,1,6,12.36,2,7638,617.961165
4,5,1,7,1.14,0,0,0
4,5,1,8,1.02,0,0,0
4,5,1,9,110.4,14,61788,559.673913
4,5,2,1,22.43,1,1825,81.36424432
4,5,2,2,6.47,0,0,0
4,5,2,3,3.74,0,0,0
4,5,2,4,3.6,0,0,0
4,5,2,5,4.65,0,0,0
4,5,2,6,19.16,1,1258,65.65762004
4,5,2,7,3.64,1,72,19.78021978
4,5,2,8,2.05,0,0,0
4,5,2,9,184.5,17,134556,729.300813
4,5,3,1,28.65,3,2343,81.78010471
4,5,3,2,10.98,1,5762,524.7723133
4,5,3,3,5.65,0,0,0
4,5,3,4,2.86,0,0,0
4,5,3,5,6.91,1,956,138.3502171
4,5,3,6,26.36,2,11007,417.5644917
4,5,3,7,3.84,1,2330,606.7708333
4,5,3,8,1.86,0,0,0
4,5,3,9,210.68,12,49731,236.0499335
4,5,4,1,41.28,1,4333,104.9660853
4,5,4,2,9.24,1,31442,3402.813853
4,5,4,3,9.24,1,1684,182.2510823
4,5,4,4,2.81,0,0,0
4,5,4,5,8.87,0,0,0
4,5,4,6,20.82,1,5368,257.8290106
4,5,4,7,8.46,0,0,0
4,5,4,8,4.4,0,0,0
4,5,4,9,235.24,15,106855,454.2382248
4,5,5,1,59.64,5,18003,301.861167
4,5,5,2,13.54,0,0,0
4,5,5,3,9.66,1,31442,3254.865424
4,5,5,4,0.75,0,0,0
4,5,5,5,12.18,0,0,0
4,5,5,6,25.69,0,0,0
4,5,5,7,14.53,0,0,0
4,5,5,8,9.86,0,0,0
4,5,5,9,348.3,30,250211,718.3778352
4,5,6,1,136.9,12,96970,708.3272462
4,5,6,2,30.74,1,1503,48.89394925
4,5,6,3,38.5,3,35613,925.012987
4,5,6,4,2.31,0,0,0
4,5,6,5,31.5,3,6302,200.0634921
4,5,6,6,39.79,3,34383,864.1115858
4,5,6,7,27.33,1,31442,1150.457373
4,5,6,8,26.32,2,34167,1298.138298
4,5,6,9,755.36,47,255811,338.6610358
4,5,7,1,593.04,21,123958,209.0213139
4,5,7,2,158.87,11,47492,298.9362372
4,5,7,3,196.15,9,30277,154.3563599
4,5,7,4,12.98,0,0,0
4,5,7,5,104.85,1,1978,18.8650453
4,5,7,6,194.9,4,10588,54.32529502
4,5,7,7,138.42,7,67566,488.1231036
4,5,7,8,149.13,3,9709,65.10427144
4,5,7,9,3152.35,156,768061,243.6471204
4,6,1,1,59.95,10,31740,529.441201
4,6,1,2,8.18,0,0,0
4,6,1,3,7.13,1,2360,330.9957924
4,6,1,4,2.32,0,0,0
4,6,1,5,8.74,2,13931,1593.935927
4,6,1,6,25.54,3,32660,1278.778387
4,6,1,7,7.17,2,4415,615.7601116
4,6,1,8,3.47,0,0,0
4,6,1,9,282.66,22,56172,198.7263851
4,6,2,1,93.52,11,25417,271.7814371
4,6,2,2,7.56,0,0,0
4,6,2,3,5.7,0,0,0
4,6,2,4,3.57,0,0,0
4,6,2,5,11.91,3,41995,3526.028547
4,6,2,6,70.7,3,11924,168.6562942
4,6,2,7,10.96,1,31442,2868.79562
4,6,2,8,9.96,0,0,0
4,6,2,9,468.91,34,209378,446.5206543
4,6,3,1,104.27,8,51392,492.8742687
4,6,3,2,16,1,1363,85.1875
4,6,3,3,9.16,2,4211,459.7161572
4,6,3,4,5.5,0,0,0
4,6,3,5,11.33,1,3759,331.7740512
4,6,3,6,58.02,3,10592,182.5577387
4,6,3,7,19.89,2,8013,402.8657617
4,6,3,8,11.8,1,6140,520.3389831
4,6,3,9,517.45,34,165960,320.7266403
4,6,4,1,103.11,8,23206,225.0606149
4,6,4,2,22.01,0,0,0
4,6,4,3,18.18,1,1955,107.5357536
4,6,4,4,3.26,0,0,0
4,6,4,5,15.31,2,5460,356.6296538
4,6,4,6,56.73,0,0,0
4,6,4,7,19.28,2,8463,438.9522822
4,6,4,8,25.32,1,2735,108.0173776
4,6,4,9,525.48,29,191633,364.6818147
4,6,5,1,129.17,5,14134,109.4216923
4,6,5,2,32.33,4,15546,480.8536963
4,6,5,3,31.2,1,2965,95.03205128
4,6,5,4,4.05,0,0,0
4,6,5,5,29.28,0,0,0
4,6,5,6,70.88,3,36493,514.8560948
4,6,5,7,26.85,5,10031,373.594041
4,6,5,8,37.44,1,6323,168.883547
4,6,5,9,777.52,35,203397,261.5971293
4,6,6,1,269.86,15,75377,279.3189061
4,6,6,2,82.85,3,5504,66.43331322
4,6,6,3,79.68,3,9347,117.3067269
4,6,6,4,6.7,0,0,0
4,6,6,5,64.77,3,13395,206.8087077
4,6,6,6,114.7,4,14816,129.1717524
4,6,6,7,52.7,5,7421,140.8159393
4,6,6,8,84.33,2,10085,119.5897071
4,6,6,9,1566.18,70,289782,185.0247098
4,6,7,1,1647.08,55,309988,188.2045802
4,6,7,2,477.62,23,155510,325.5935681
4,6,7,3,484.42,20,94528,195.1364518
4,6,7,4,35.59,1,31442,883.4504074
4,6,7,5,335.13,16,89775,267.8811208
4,6,7,6,731.98,10,57899,79.09915571
4,6,7,7,314.96,7,19365,61.48399797
4,6,7,8,568.29,24,210966,371.2294779
4,6,7,9,9304.84,356,2121962,228.0492733
4,7,1,1,2.25,0,0,0
4,7,1,2,0.09,0,0,0
4,7,1,3,0.9,0,0,0
4,7,1,5,0.73,0,0,0
4,7,1,6,3.46,0,0,0
4,7,1,7,0.6,0,0,0
4,7,1,9,25.33,2,4465,176.2731938
4,7,2,1,3.7,0,0,0
4,7,2,2,1.21,0,0,0
4,7,2,3,0.1,0,0,0
4,7,2,4,1.76,0,0,0
4,7,2,5,0.5,0,0,0
4,7,2,6,4.13,1,429,103.874092
4,7,2,7,0.2,0,0,0
4,7,2,9,27.7,2,5216,188.3032491
4,7,3,1,3.23,0,0,0
4,7,3,2,1.61,0,0,0
4,7,3,3,0.4,0,0,0
4,7,3,5,0.7,0,0,0
4,7,3,6,5.43,1,1073,197.6058932
4,7,3,9,31.66,3,7305,230.7327858
4,7,4,1,4.29,1,626,145.9207459
4,7,4,2,3.47,0,0,0
4,7,4,3,1.49,0,0,0
4,7,4,4,0.01,0,0,0
4,7,4,5,3.31,0,0,0
4,7,4,6,3.27,0,0,0
4,7,4,7,0.1,0,0,0
4,7,4,8,1.85,0,0,0
4,7,4,9,36.11,3,4855,134.4502908
4,7,5,1,9.89,1,4125,417.0879676
4,7,5,2,1.5,0,0,0
4,7,5,3,0.2,0,0,0
4,7,5,4,1.36,0,0,0
4,7,5,5,1.77,0,0,0
4,7,5,6,2.74,0,0,0
4,7,5,8,1.28,0,0,0
4,7,5,9,46.95,2,2864,61.00106496
4,7,6,1,18.06,0,0,0
4,7,6,2,5.95,0,0,0
4,7,6,3,4.06,1,1140,280.7881773
4,7,6,4,2.81,0,0,0
4,7,6,5,2.7,1,5000,1851.851852
4,7,6,6,8.08,0,0,0
4,7,6,7,2.85,0,0,0
4,7,6,8,1.58,0,0,0
4,7,6,9,100.73,4,14546,144.4058374
4,7,7,1,86.76,1,913,10.52328262
4,7,7,2,36.79,3,6744,183.3106823
4,7,7,3,12.86,0,0,0
4,7,7,4,6.69,0,0,0
4,7,7,5,21.03,0,0,0
4,7,7,6,38.27,0,0,0
4,7,7,7,12.31,0,0,0
4,7,7,8,13.59,0,0,0
4,7,7,9,661.33,15,79549,120.2863926
5,1,1,1,39.38,8,19055,483.8750635
5,1,1,2,33.22,14,70516,2122.69717
5,1,1,3,25.94,6,12853,495.4895914
5,1,1,4,4.97,0,0,0
5,1,1,5,5.83,1,5315,911.6638079
5,1,1,6,10.55,2,14735,1396.682464
5,1,1,7,4.18,2,3699,884.9282297
5,1,1,8,8.91,4,2745,308.0808081
5,1,1,9,643.63,172,802056,1246.144524
5,1,2,1,40.03,7,53251,1330.277292
5,1,2,2,31.2,8,64325,2061.698718
5,1,2,3,40.44,6,51965,1284.990109
5,1,2,4,4.58,1,8390,1831.877729
5,1,2,5,10.55,0,0,0
5,1,2,6,20.21,2,8498,420.4849085
5,1,2,7,8.99,0,0,0
5,1,2,8,7.78,2,31442,4041.388175
5,1,2,9,697.77,122,505940,725.0813305
5,1,3,1,54.57,8,17149,314.2569177
5,1,3,2,36.47,8,46332,1270.414039
5,1,3,3,32.03,6,42364,1322.63503
5,1,3,4,4.03,0,0,0
5,1,3,5,11.06,0,0,0
5,1,3,6,18.96,1,1000,52.74261603
5,1,3,7,8.71,2,8327,956.0275545
5,1,3,8,14.5,5,39056,2693.517241
5,1,3,9,618.16,98,524453,848.4097968
5,1,4,1,61.37,3,67055,1092.634838
5,1,4,2,40.59,5,18027,444.1241685
5,1,4,3,32,0,0,0
5,1,4,4,2.43,0,0,0
5,1,4,5,16.54,1,1725,104.2926239
5,1,4,6,20.67,3,10781,521.577165
5,1,4,7,9.94,1,3530,355.1307847
5,1,4,8,21.16,3,3762,177.7882798
5,1,4,9,617.39,81,449815,728.5751308
5,1,5,1,92.05,11,18385,199.7284085
5,1,5,2,65.64,10,47270,720.1401584
5,1,5,3,58.99,5,40553,687.4555009
5,1,5,4,1.57,0,0,0
5,1,5,5,18.46,2,8860,479.9566631
5,1,5,6,22.92,1,1845,80.4973822
5,1,5,7,11.36,3,36029,3171.566901
5,1,5,8,22.87,1,3801,166.2002624
5,1,5,9,820.04,111,426845,520.5172918
5,1,6,1,183.54,8,30510,166.2307944
5,1,6,2,116.62,15,66600,571.0855771
5,1,6,3,115.02,11,56739,493.2968179
5,1,6,4,4.61,0,0,0
5,1,6,5,42.25,4,6990,165.443787
5,1,6,6,47.19,4,4778,101.2502649
5,1,6,7,23.47,1,2943,125.3941202
5,1,6,8,55.74,8,105275,1888.679584
5,1,6,9,1623.22,154,653118,402.3595076
5,1,7,1,717.63,47,208573,290.6414169
5,1,7,2,401.42,35,150942,376.0201285
5,1,7,3,439.61,30,266009,605.1022497
5,1,7,4,21.22,1,2000,94.25070688
5,1,7,5,145.24,9,53228,366.4830625
5,1,7,6,182.52,9,15099,82.7251808
5,1,7,7,102.4,5,8972,87.6171875
5,1,7,8,186.24,14,31626,169.8131443
5,1,7,9,5539.09,416,2249007,406.0246358
5,2,1,1,43.32,4,13238,305.5863343
5,2,1,2,21.67,5,8608,397.2311952
5,2,1,3,21.83,1,2495,114.2922584
5,2,1,4,6.92,2,5307,766.9075145
5,2,1,5,9.75,1,6866,704.2051282
5,2,1,6,20.25,0,0,0
5,2,1,7,5.5,0,0,0
5,2,1,8,3.68,0,0,0
5,2,1,9,451.09,87,438695,972.5221131
5,2,2,1,53.04,10,68513,1291.723228
5,2,2,2,26.38,4,8435,319.7498105
5,2,2,3,29.54,3,8813,298.3412322
5,2,2,4,6.84,0,0,0
5,2,2,5,11.94,2,3694,309.3802345
5,2,2,6,27.82,2,4249,152.7318476
5,2,2,7,11.17,1,2686,240.4655327
5,2,2,8,7.6,0,0,0
5,2,2,9,576.16,76,302181,524.4741044
5,2,3,1,71.9,8,51707,719.1515994
5,2,3,2,31.96,6,25061,784.1364205
5,2,3,3,28.18,3,34674,1230.447126
5,2,3,4,5.98,0,0,0
5,2,3,5,10.02,2,2855,284.9301397
5,2,3,6,22.94,1,8000,348.7358326
5,2,3,7,13.41,1,435,32.43847875
5,2,3,8,16.4,1,4005,244.2073171
5,2,3,9,612.27,64,228163,372.6509546
5,2,4,1,75.09,3,12022,160.1012119
5,2,4,2,39.02,2,3970,101.7426961
5,2,4,3,26.66,1,1467,55.02625656
5,2,4,4,4.81,0,0,0
5,2,4,5,14.32,0,0,0
5,2,4,6,38.4,1,31442,818.8020833
5,2,4,7,15.27,2,12253,802.4230517
5,2,4,8,19.66,2,7718,392.5737538
5,2,4,9,703.72,91,439898,625.1037344
5,2,5,1,122,2,13341,109.352459
5,2,5,2,49.82,4,38056,763.8699318
5,2,5,3,56.86,0,0,0
5,2,5,4,4.69,0,0,0
5,2,5,5,25.1,1,31442,1252.669323
5,2,5,6,38.73,3,3731,96.33359153
5,2,5,7,18.83,2,11144,591.8215613
5,2,5,8,39.01,3,5673,145.4242502
5,2,5,9,1004.07,87,547051,544.8335275
5,2,6,1,276.21,24,84068,304.3626226
5,2,6,2,121.45,12,40273,331.6014821
5,2,6,3,140.3,11,72080,513.7562366
5,2,6,4,5.76,0,0,0
5,2,6,5,64.51,7,110527,1713.331266
5,2,6,6,71.49,3,4822,67.44999301
5,2,6,7,45.13,1,3571,79.12696654
5,2,6,8,80.96,5,38993,481.6329051
5,2,6,9,2109.22,172,625489,296.5499094
